"index","id","user","datetime","text","lat","lon","klass","language","misoginia"
26,9.14244452725678E+017,"mikyrios","2017-09-30T21:43:58.000Z","Pinche vieja arrogante, mamona, pretenciosa, pinche flaca escualida, buenérrina, inmamable delicosa güey... ❤️😌",25.6417185,-100.2935915,"negativo","Español","{'vieja': 1}"
27,9.14013231781417E+017,"CatyDoo","2017-09-30T06:25:10.000Z","Nuestra conexión esta mas cabrona que la de infinitum. 😌",25.736715,-100.270474,"negativo","Español","{'cabrona': 1}"
28,9.14196611584057E+017,"muunchiiees","2017-09-30T18:33:51.000Z"," Mejor cabrona que Bonita ",31.793368,-106.4174305,"positivo","Español","{'cabrona': 1}"
29,9.1417779057612E+017,"DzCrls","2017-09-30T17:19:04.000Z","La Honestidad, lealtad, educación, verdadera inteligencia y conciencia son cosas demasiado caras, cosas inalcanzables para la gente barata.",23.46814,-106.2717475,"positivo","Español","{'barata': 1}"
30,9.13859991219638E+017,"luisricardosua1","2017-09-29T20:16:15.000Z","@marianacaasa Ricky también le manda saludos nuestra querida Mariana Casanova",25.6417185,-100.2935915,"positivo","Español","{'querida': 1}"
31,9.14132399314829E+017,"journalero","2017-09-30T14:18:42.000Z","La aventura de hoy se llama  Un televiso en CU después del sismo  se divertirían si escucharan todas las teorías que he escuchado en 2 horas",19.328383,-99.15234,"positivo","Español","{'aventura': 1}"
32,9.14234653632016E+017,"zahairaaa","2017-09-30T21:05:01.000Z","Esa cabeza me tiene loca la canción 😂😂😂😂 -zahaira 😂🤦🏻‍♀️",25.6417185,-100.2935915,"positivo","Español","{'loca': 1}"
33,9.14168862354166E+017,"LaAndyJackson","2017-09-30T16:43:35.000Z","Estoy loca o se suponía que hoy @NetflixLAT estrenaría la temporada 9 de RPDR?? Según yo era el 30 de Septiembre! Q… https://t.co/fwy5pjsNXz",19.3206955,-99.1525965,"neutro","Español","{'loca': 1}"
34,9.14245262163538E+017,"DanetteDeleon","2017-09-30T21:47:11.000Z","Muy chingona, no que no cabrona! https://t.co/wcQaVP5kiC",29.838495,-95.4464865,"negativo","Español","{'cabrona': 1}"
35,9.14223711086981E+017,"yosoysammu","2017-09-30T20:21:32.000Z","#cuenca #rio #cangrejal #honduras #hn #504 #camping #adventures #aventura #nature #naturaleza… https://t.co/KYEGktVziI",15.71585727,-86.72579636,"positivo","Español","{'aventura': 1}"
36,9.13817530589905E+017,"duthobloocha","2017-09-29T17:27:31.000Z"," Muchas cosas pasan cuando unes una Big Mac con Coca-cola sin Azucar...  = ¿Obsedidad? ¿Infarto? ¿Hipertensión? 🤔🤔🤔",23.6254185,-102.5580375,"neutro","Español","{'cola': 1}"
37,9.14224717988454E+017,"ojimper","2017-09-30T20:25:32.000Z","Ya la Pagaras @RafaMarquezMX No necesitabas el Camino Facil en tu Carrera.Menos la D Tu PUTA madreCorrupta! Y con l… https://t.co/syzyJ5wahz",19.4299345,-99.2115105,"negativo","Español","{'PUTA': 1}"
38,9.1390603354162E+017,"javiinoriega","2017-09-29T23:19:12.000Z","Te amargas porque eres tonta",24.6624885,-107.3420565,"negativo","Español","{'tonta': 1}"
39,9.14169948783694E+017,"dennisefrain19","2017-09-30T16:47:54.000Z","Moody’s le da una histórica mejora en calificación de riesgo a Honduras - Diario El Heraldo https://t.co/JCiGppF7PL",15.2011325,-86.2431935,"positivo","Español","{'histórica': 1}"
40,9.1424986844876E+017,"BryanAnleu","2017-09-30T22:05:29.000Z","@soy_502 La bandera de Japon sucia?",15.7724675,-90.224221,"neutro","Español","{'sucia': 1}"
41,9.14266992546259E+017,"Unenanoamargoso","2017-09-30T23:13:31.000Z","Soy anti-americanista, ahora soy anti-chiva y próximamente seré anti-tus chingaderas si sigues con esa actitud, Cabrona",25.736715,-100.270474,"positivo","Español","{'Cabrona': 1}"
42,9.13963651425608E+017,"OmmyEsef","2017-09-30T03:08:09.000Z","Bien caliente caragado y muy dulce, en tamaño grande 😈🤣🙈😏 https://t.co/1DqNzdiUHf",19.543933,-99.1642825,"positivo","Español","{'caliente': 1}"
43,9.14211646620537E+017,"_yessiguillen","2017-09-30T19:33:36.000Z","Le dije a mi mejor amigo que me iba a quedar solterona por qué nadie me quiere y me dijo que el se casaba conmigo y tendríamos una bebe😂😍❤️",25.6417185,-100.2935915,"positivo","Español","{'solterona': 1}"
44,9.13929609812484E+017,"JesseFonrouge","2017-09-30T00:52:53.000Z","Una app que me diga todos los días  Jessica no mams, no seas pendeja, no va a regresar, mandale la lap por estafeta o vendela ",19.183953,-96.2293965,"negativo","Español","{'pendeja': 1}"
45,9.13954722691809E+017,"sajrok","2017-09-30T02:32:41.000Z","Nada más no te agarró a pinche putazos por que eres vieja, morra pendeja.",25.8073145,-100.3652735,"negativo","Español","{'vieja': 1, 'pendeja': 1}"
46,9.13962943691346E+017,"Paucmendozaa","2017-09-30T03:05:21.000Z","La soledad está cabrona. 😂",19.543933,-99.1642825,"negativo","Español","{'cabrona': 1}"
47,9.14145750942208E+017,"gerardorangel92","2017-09-30T15:11:45.000Z","Hijo de su puta madre el que se estaciono asi",25.9219465,-109.1037265,"negativo","Español","{'puta': 1}"
48,9.13928186223669E+017,"ximenajuarez6","2017-09-30T00:47:14.000Z","Quiero un frappe de cajeta con crema batida 🤤🤤🤤",19.1193045,-98.2613415,"positivo","Español","{'cajeta': 1}"
49,9.13996291977437E+017,"AlbertoRojasrue","2017-09-30T05:17:51.000Z","@oneamexico @EPN @SinEmbargoMX Pues un cierre de administración espectacular. No creo que cualquiera pensara tanta… https://t.co/bkOSVmdQBF",19.380613,-99.1614805,"negativo","Español","{'cualquiera': 1}"
50,9.13913642952691E+017,"bostonx3","2017-09-29T23:49:26.000Z","Está cabrona la incontinencia urinaria... 😷🤧",17.706791,-94.3909125,"negativo","Español","{'cabrona': 1}"
51,9.13800415329837E+017,"CeltaDaVinci","2017-09-29T16:19:31.000Z","@qtf un abrazo fraterno a la periodista más chingona de las que conozco. Enhorabuena querida Fer",19.380613,-99.1614805,"positivo","Español","{'querida': 1}"
52,9.13960460176814E+017,"Sebastianoropez","2017-09-30T02:55:28.000Z","@DioneAnguianoF 1700 viajes diarios?????? Puta madre, ni se ven ni agua por ningún lado, mentiras a tu casa pinche vieja pendeja!!!!!",19.3427885,-99.050461,"negativo","Español","{'Puta': 1, 'vieja': 1, 'pendeja': 1}"
53,9.13915086175121E+017,"zayraCarrillo","2017-09-29T23:55:10.000Z","Pedirle a un hombre que te entienda/insista cuando ni tu misma tienes puta idea de lo que te pasa",25.6766035,-100.196134,"negativo","Español","{'puta': 1}"
54,9.13934853057348E+017,"CaritooCg","2017-09-30T01:13:43.000Z","Limpiar mi cuarto de la ropa es como que una pesadilla. No se si tirar la ropa por Vieja o porque no me gusta como se me ve. Que depresión😭",24.6624885,-107.3420565,"negativo","Español","{'Vieja': 1}"
55,9.14180482274779E+017,"ursusnero","2017-09-30T17:29:46.000Z","Lo único que puedo agregar a este comentario es que Lorenzo Córdova es un perfecto hijo de puta. https://t.co/6foBwpqp5u",19.4320755,-99.087817,"negativo","Español","{'puta': 1}"
56,9.13987636704022E+017,"marijosanchez_r","2017-09-30T04:43:28.000Z","El amor, más que el éxtasis del inicio, es una aventura obstinada...",16.7424355,-93.1396595,"positivo","Español","{'aventura': 1}"
57,9.13819217383903E+017,"Luisaavuitton","2017-09-29T17:34:14.000Z","Aqui te tengo como un rey y tu me tienes como tu pendeja",31.4405225,-100.453089,"negativo","Español","{'pendeja': 1}"
58,9.13833853474632E+017,"fernandeznorona","2017-09-29T18:32:23.000Z","Los de @interjet Son unos hijos de puta. Les vale madre que se haya muerto mi madre y que por eso no podía viajar. Encima el sismo",19.4299345,-99.2115105,"negativo","Español","{'puta': 1}"
59,9.14212701047591E+017,"DrCarlosFCabral","2017-09-30T19:37:47.000Z","Cualquiera les da mention en un Rt a ver si es verdad que son guapos... https://t.co/33GjGUnrFA",29.417501,-98.5406515,"neutro","Español","{'Cualquiera': 1}"
60,9.13859634146021E+017,"saulsantosjr","2017-09-29T20:14:50.000Z","La soledad es peligrosa para cualquiera. La comunión en la iglesia es muy importante para nosotros. ¡Mantente conectado! #HouseofHarvest",29.417501,-98.5406515,"positivo","Español","{'cualquiera': 1}"
61,9.1388063798732E+017,"gracebalopez","2017-09-29T21:38:17.000Z","@La_Mariwell No inventes, y yo creí que era histérica y agresiva. Está muy dañada, haz paro y dale una terapia amiga.",19.542054,-96.886083,"negativo","Español","{'histérica': 1}"
62,9.14175809782473E+017,"Kuiguibo","2017-09-30T17:11:12.000Z","La palabra  revirar  se me hace muy pendeja.",20.592133,-103.348324,"negativo","Español","{'pendeja': 1}"
63,9.13997412250771E+017,"MizarVejar","2017-09-30T05:22:18.000Z","No puedo con que la loba este embarazada 😭😭😭😭😭😭😭😭",27.8836995,-110.722327,"negativo","Español","{'loba': 1}"
64,9.13802667813507E+017,"lopez_di4","2017-09-29T16:28:28.000Z","Empanada de cajeta con café 🤤🤤",25.374897,-100.2794735,"positivo","Español","{'cajeta': 1}"
65,9.13944756488679E+017,"andreamichf98","2017-09-30T01:53:04.000Z","No me pidas un tiempo por que soy tan pendeja que te espero",21.09806,-101.601401,"negativo","Español","{'pendeja': 1}"
66,9.14271507781632E+017,"Ekhardt03","2017-09-30T23:31:28.000Z","@BurgerKingMX #Recomendación por favor garanticen lo necesario para sus restaurantes; es súper feo tomarse la bebida caliente 😡",20.676652,-103.335882,"positivo","Español","{'caliente': 1}"
67,9.13980925813432E+017,"appleofyourVai","2017-09-30T04:16:48.000Z","Jajaja vieja ocicona 😂 la puteria es lo suyo",20.974213,-101.4484795,"positivo","Español","{'vieja': 1}"
68,9.1380112028316E+017,"AnndreaJmz","2017-09-29T16:22:19.000Z","No hay nada más triste que darte cuenta que no compartes ideas con tu familia y son todo lo que te enferma de las demás personas. 💔",19.432836,-99.153366,"negativo","Español","{'enferma': 1}"
69,9.14165655393276E+017,"jerosvel","2017-09-30T16:30:51.000Z","Ok mamá inicia octubre, tranquilo es un mes cualquiera.",25.6417185,-100.2935915,"positivo","Español","{'cualquiera': 1}"
70,9.1395001317639E+017,"jeanettejr1","2017-09-30T02:13:58.000Z","No tienes ni una puta idea de cuánto me duele todo lo que haces, lo peor es que no sabes que lo sé.",19.326965,-103.83782,"negativo","Español","{'puta': 1}"
71,9.14195460126102E+017,"DarkAngelvVv","2017-09-30T18:29:17.000Z","Ya no quiero salir por miedo a estar 4 horas en cola ... :/",15.7724675,-90.224221,"negativo","Español","{'cola': 1}"
72,9.13948999329006E+017,"DimePaJau","2017-09-30T02:09:56.000Z","No se que me DOLIÓ más si haberme quemado con un plato caliente o tu pinche indiferencia 🤔✊🏻",19.380613,-99.1614805,"negativo","Español","{'caliente': 1}"
73,9.14248895387095E+017,"superquintero27","2017-09-30T22:01:37.000Z","Como cuando la esposa de @EPN es una puta y quería fama https://t.co/Ipru2oraEj #gaviota",19.518656,-99.1158905,"negativo","Español","{'puta': 1}"
74,9.14232514239238E+017,"AbySandovalRo","2017-09-30T20:56:31.000Z","Así sentí cuando lo soñé que ya andaba con otra vieja. Jajaja 😭 https://t.co/0vR83hGgrY",25.736715,-100.270474,"positivo","Español","{'vieja': 1}"
75,9.14217002838974E+017,"MiguelBPMEX","2017-09-30T19:54:53.000Z","@ZonaRojinegraYT @EASPORTSFutbol Yo elegí estar de 10, pero con la formación de cagada de Wenger no hay 10",19.328383,-99.15234,"positivo","Español","{'cagada': 1}"
76,9.14216022726525E+017,"fatimalongoria","2017-09-30T19:50:59.000Z","De volada se me nota cuando estoy enferma 🤒",25.6502875,-100.366033,"negativo","Español","{'enferma': 1}"
77,9.13992793793728E+017,"OyeCasco","2017-09-30T05:03:57.000Z","Grite como loca cuando ví mi estadio en club de cuervos 😍😍",19.3427885,-99.050461,"positivo","Español","{'loca': 1}"
78,9.13802894725353E+017,"JesusAudelo1","2017-09-29T16:29:22.000Z","El culito se hace fruncido y luego no. Flor 2017",25.9219465,-109.1037265,"positivo","Español","{'culito': 1}"
79,9.13924977182827E+017,"TigersGto","2017-09-30T00:34:29.000Z","Hoy estamos de fiesta 🎉 #Tiger @royaguado hoy es el cumpleaños de nuestra querida @SoyFatty te mandamos nuestros me… https://t.co/8140ZDlaKk",21.09806,-101.601401,"positivo","Español","{'querida': 1}"
80,9.13952323612819E+017,"DaisyCorttes","2017-09-30T02:23:09.000Z","Tan imprudente que pareces tonta.",24.6624885,-107.3420565,"negativo","Español","{'tonta': 1}"
81,9.14173948325192E+017,"Javnoc","2017-09-30T17:03:48.000Z","Comenzando la aventura y segunda luna de miel (@ Terminal 1 - @cancunairport in Cancun, QR) https://t.co/PnNflG6Okn",21.04289569,-86.87942714,"positivo","Español","{'aventura': 1}"
82,9.14122224902185E+017,"MaxAhrends","2017-09-30T13:38:16.000Z","Que Dios nos acompañe en esta aventura",20.651612,-101.170172,"positivo","Español","{'aventura': 1}"
83,9.13835038675935E+017,"_KarlaHudson","2017-09-29T18:37:06.000Z","Esta re loca esa rola.",18.856709,-97.112844,"positivo","Español","{'loca': 1}"
84,9.1418256917606E+017,"fridacr3","2017-09-30T17:38:03.000Z","Soy de esas personas que se fijan en los pequeños detalles,regalan cosas del cora y siempre estan ahí... empezaré a ser bien culera🤔",32.3328765,-116.929102,"positivo","Español","{'culera': 1}"
85,9.14132941395169E+017,"franciscogpr","2017-09-30T14:20:51.000Z","Querida raza en GDL. EL RETO MILLENNIAL ya está disponible en La Librería en SJM. Ustedes corran, que los libros vuelan. Un abrazo!",19.380613,-99.1614805,"positivo","Español","{'Querida': 1}"
86,9.13897670288212E+017,"Majovbet","2017-09-29T22:45:58.000Z","Tengo el  se pone caliente cuando escucha este perreo  en mi mente y eso que no me gusta esa canción 🤦🏽‍♀️",20.676652,-103.335882,"negativo","Español","{'caliente': 1}"
87,9.13998913132261E+017,"vale_alvarezA","2017-09-30T05:28:16.000Z","¿le tengo que advertir a mi novio que una semana antes de que me baje me pongo toda loca?",20.6215735,-103.2131755,"positivo","Español","{'loca': 1}"
88,9.13959888362943E+017,"tinotiux","2017-09-30T02:53:12.000Z","Me gusta la vida enormemente pero, desde luego, con mi muerte querida y mi café. #DíaInternacionalDelCafé… https://t.co/CcPkfTQP1p",37.2691755,-119.3066075,"positivo","Español","{'querida': 1}"
89,9.14178573757485E+017,"Naaowi","2017-09-30T17:22:11.000Z","Estoy bien pendeja, ¿Ya les había dicho?",16.7424355,-93.1396595,"negativo","Español","{'pendeja': 1}"
90,9.14155722769801E+017,"BoobaEdgar","2017-09-30T15:51:23.000Z","A veces Sofia es como un vato en cuerpo de morra, vieja pelada",20.7141125,-103.416044,"negativo","Español","{'vieja': 1}"
91,9.14002724831851E+017,"michelaoo","2017-09-30T05:43:25.000Z","Puta en taco bell hay nachos de pollo frito  😭😭😭😭😭😭😭😭😭😭",15.7724675,-90.224221,"negativo","Español","{'Puta': 1}"
92,9.13845898681123E+017,"Jespequi","2017-09-29T19:20:15.000Z","Mi niña sigue enferma, el veterinario ya es parte de esta casa también 😟😔😖",25.778679,-100.1687175,"positivo","Español","{'enferma': 1}"
93,9.13824453779477E+017,"issagtz_","2017-09-29T17:55:02.000Z","No te valla a dar diabetes por ser un poquito dulce conmigo hijo de puta.",19.022994,-98.308599,"negativo","Español","{'puta': 1}"
94,9.13817694767649E+017,"Call_mefancy","2017-09-29T17:28:11.000Z","Me da risa porque lo hago para poder diferenciar mis escritos o correos en cada asunto y evitar confusiones,ahora usaré una bien culera ALV.",19.380613,-99.1614805,"negativo","Español","{'culera': 1}"
95,9.14000371059536E+017,"Unoscocosrosas","2017-09-30T05:34:04.000Z","Cuando le caga la misma vieja que a mi❤ amor infinito. https://t.co/r228DHfk26",19.4556475,-96.7223325,"negativo","Español","{'vieja': 1}"
96,9.13950007618822E+017,"Hey_elisa","2017-09-30T02:13:56.000Z","Hay gente bien enferma en el mundo, pero siempre me aferrare a pensar que los buenos somos Más. https://t.co/yVwDOn9k4E",25.778679,-100.1687175,"positivo","Español","{'enferma': 1}"
97,9.13925611483046E+017,"_LaMadrastra","2017-09-30T00:37:00.000Z","Todos los fenómenos naturales que han pasado es Diosito enojado porque ya hay mucha puta que da el culo a la menor provocación.",15.821722,-96.210258,"negativo","Español","{'puta': 1}"
98,9.13953287933764E+017,"chiqaperseve","2017-09-30T02:26:58.000Z","Según los comentarios de esta gata, mi ex no la acepta en fb por mi culpa ... morra hace más de 1 año que ni al caso el y yo 🤔",19.432722,-99.0170165,"negativo","Español","{'gata': 1}"
99,9.13809274232435E+017,"erickmendoza11","2017-09-29T16:54:43.000Z","Consigue un trabajo que te guste y en tu perra y bendita vida no tendrás que volver a trabajar",25.558993,-97.547392,"positivo","Español","{'perra': 1}"
100,9.14004829558628E+017,"SeguraMadman666","2017-09-30T05:51:47.000Z","@lovrega @tadei @eseroque Y como soy un mentiroso, seguiré mi estúpida y parásita vida bañando perros... Buena suerte con el 16 Const.",31.452274,-106.568008,"positivo","Español","{'estúpida': 1}"
101,9.13966862970397E+017,"LNalbertoguzman","2017-09-30T03:20:55.000Z","México unido en realidad ? Ok logremos juntos Adios Coca Cola y Adiós Cigarros !!!",19.652724,-101.27577,"negativo","Español","{'Cola': 1}"
102,9.14261736492077E+017,"LVIZMVNTOS","2017-09-30T22:52:38.000Z","Todo por salir sobrados a jugar puta madre este juego lo ganan facil 4-0",25.6417185,-100.2935915,"negativo","Español","{'puta': 1}"
103,9.14203352078127E+017,"ivanSantos82","2017-09-30T19:00:38.000Z","Uno no debe de quejarse de los malos botes , por qué los buenos los fildea cualquiera.",25.6417185,-100.2935915,"negativo","Español","{'cualquiera': 1}"
104,9.13856799463309E+017,"LiliG_Lo","2017-09-29T20:03:34.000Z","#coladecaballo 😝👍🏻 en Parque Ecoturistico Cola de Caballo https://t.co/D6CkxbS0BJ",25.38367265,-100.14752121,"neutro","Español","{'Cola': 1}"
105,9.14114455931416E+017,"WhoaCaesar","2017-09-30T13:07:24.000Z","La vieja confiable de silenciar los grupos familiares de WhatsApp :)))",19.31873537,-99.17812984,"negativo","Español","{'vieja': 1}"
106,9.1401249455276E+017,"_Edsoon01","2017-09-30T06:22:14.000Z","Día nublado + Cafecito caliente + pan y galletas + Netflix = No molestar",25.736715,-100.270474,"positivo","Español","{'caliente': 1}"
107,9.13938053374333E+017,"FerGuerrero14","2017-09-30T01:26:26.000Z","Y lo pendeja para cuando se me quita?",21.09806,-101.601401,"negativo","Español","{'pendeja': 1}"
108,9.13939535003656E+017,"Cristian_GlzMej","2017-09-30T01:32:19.000Z","Dejen de hacer famos@ a gente estúpida carajooo 😤😤😤 https://t.co/pm1Gs0OlB2",19.2843215,-99.655676,"negativo","Español","{'estúpida': 1}"
109,9.13862408602562E+017,"NadiaGmz","2017-09-29T20:25:51.000Z","Oficialmente busco departamento, trabajo y bicicleta. #CDMX Por su atención, gracias.",23.6254185,-102.5580375,"positivo","Español","{'bicicleta': 1}"
110,9.1380522845311E+017,"Chris_Doctor88","2017-09-29T16:38:38.000Z","¡A mí me encanta mi Big Mac Doble con Coca-Cola! #IntentaExplicarlo https://t.co/kMvEssuLab",20.5226915,-100.772211,"positivo","Español","{'Cola': 1}"
111,9.13974622311371E+017,"NinaBeatlemana","2017-09-30T03:51:45.000Z","No sé si estoy más emputada con ella por pendeja, sumisa y dejada, o con el wey por mierda, machista y controlador 😡😑",19.432836,-99.153366,"negativo","Español","{'pendeja': 1}"
112,9.13928124253004E+017,"iayalav","2017-09-30T00:46:59.000Z","El sistema político mexicano no solo está tocado, se está comiendo la cola y esto apenas es el comienzo!!",19.6562895,-99.233657,"negativo","Español","{'cola': 1}"
113,9.13966857958429E+017,"TpHerrera","2017-09-30T03:20:54.000Z","Yo no me pongo pa cualquiera, pero tu eres veneno y sincera.",15.2011325,-86.2431935,"positivo","Español","{'cualquiera': 1}"
114,9.13806537184948E+017,"Reggalactico","2017-09-29T16:43:50.000Z","@marianozki Pues es que es eso wey, no hay más. Aunque cualquiera le puede dar el sentido que quiera.",19.0322295,-98.1542665,"negativo","Español","{'cualquiera': 1}"
115,9.14165099560018E+017,"YeeeyoooRHCP","2017-09-30T16:28:38.000Z"," No se puede tratar a una puta como a si fuera una dama  https://t.co/Lnm5BbPOJm",19.542054,-96.886083,"negativo","Español","{'puta': 1}"
116,9.13928938774245E+017,"nosoybuenaonda","2017-09-30T00:50:13.000Z","Cuando el hambre es cabrona pero por no ir a la escuela no sabes colocar el punto decimal. https://t.co/L29UBSyjL9",19.0322295,-98.1542665,"negativo","Español","{'cabrona': 1}"
117,9.13928520916542E+017,"luiisanchezz_","2017-09-30T00:48:34.000Z","que perra esa fumadora loca que esta en Tufesa",19.0322295,-98.1542665,"negativo","Español","{'perra': 1, 'loca': 1}"
118,9.13915422767948E+017,"fecostello","2017-09-29T23:56:31.000Z","La deshonestidad de algunos y su ardor de cola es sorprendente.  #Decepción #Emputamiento",19.432836,-99.153366,"negativo","Español","{'cola': 1}"
119,9.14123638093304E+017,"francis83653569","2017-09-30T13:43:53.000Z","@NipsyDanger ...que van a decir todos los que a tí bruja te llaman....Joaquín Sabina.",23.6254185,-102.5580375,"positivo","Español","{'bruja': 1}"
120,9.13801897240298E+017,"XuxitaT","2017-09-29T16:25:24.000Z","No tengo ni la más mínima puta idea de lo que debo hacer 🤔",20.941035,-89.623611,"negativo","Español","{'puta': 1}"
121,9.13834371479687E+017,"andreamichf98","2017-09-29T18:34:27.000Z","Si quieres dejame explicarle de que forma acariciarte, si quieres dejame decirle a la pendeja la forma correcta de hacerte el amor .",20.790657,-103.4847745,"negativo","Español","{'pendeja': 1}"
122,9.14270179273535E+017,"Vickygardz8","2017-09-30T23:26:11.000Z","Mis compañeros de FO me dijieron: Al inicio del semestre:  eres bien linda  Ahora:  estas bien loca    eres bien mamona  HAAHHAHA LLORONES",25.519292,-99.9312465,"positivo","Español","{'loca': 1}"
